-1BEGIN_Units.csv
Units Code, Temperature Mode, Length, Force, Temperature, Temperature Offset
  5,   2,   0.10000000000000000D+04,   0.10000000000000000D+04,   0.10000000000000000D+01,   0.27314999389648438D+03
-1END_Units.csv
-1BEGIN_Lift_Drag.csv
Group,Time,LIFT-X,LIFT-Y,LIFT-Z,LIFT-Mag.,LIFT-Coef.,DRAG-X,DRAG-Y,DRAG-Z,DRAG-Mag.,DRAG-Coef.,SIDE-X,SIDE-Y,SIDE-Z,SIDE-Mag.,SIDE-Coef.,PITCH-X,PITCH-Y,PITCH-Z,PITCH-Mag.,PITCH-Coef.,ROLL-X,ROLL-Y,ROLL-Z,ROLL-Mag.,ROLL-Coef.,YAW-X,YAW-Y,YAW-Z,YAW-Mag.,YAW-Coef.,CP-X,CP-Y,CP-Z
Report(1),  0.0000000E+00,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -9.9999988E-01,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -9.9999988E-01,  0.0000000E+00,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00
Report(1),  5.0000001E-02,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00, -1.7981319E-03,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00,  4.6014469E+01,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -9.9999988E-01, -1.4129168E-15,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -9.9999988E-01,  1.3180690E-01,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00, -2.2452725E-02,  0.0000000E+00,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00, -5.7518091E+02,  0.0000000E+00,  1.1193625E-07,  2.8644660E-03, -1.2500002E+01
Report(1),  1.0000000E-01,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00, -2.7588196E-02,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00,  3.6931570E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -9.9999988E-01, -4.0700373E-16,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -9.9999988E-01, -3.3088336E+00,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00, -3.4486857E-01,  0.0000000E+00,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00, -4.6164455E+01,  0.0000000E+00, -6.6923480E-03, -8.9588648E-01, -1.2500000E+01
Report(1),  1.5000001E-01,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00, -2.7218712E-03,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00,  7.5280750E-01,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -9.9999988E-01, -2.4166639E-16,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -9.9999988E-01,  6.8861991E-01,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00, -3.4060109E-02,  0.0000000E+00,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00, -9.4100933E+00,  0.0000000E+00,  3.3072999E-03,  9.1472363E-01, -1.2499999E+01
Report(1),  2.0000000E-01,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00, -6.6470419E-04,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00,  4.5643124E-01,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -9.9999988E-01, -1.7572387E-16,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -9.9999988E-01,  1.4472280E+00,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00, -8.3346693E-03,  0.0000000E+00,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00, -5.7053871E+00,  0.0000000E+00,  4.6175723E-03,  3.1707399E+00, -1.2499994E+01
Report(1),  2.5000000E-01,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00, -6.3135847E-03,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00,  7.3441219E-01,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -9.9999988E-01, -1.7956960E-16,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -9.9999988E-01,  2.9863670E-01,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00, -7.8922108E-02,  0.0000000E+00,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00, -9.1801529E+00,  0.0000000E+00,  3.4954839E-03,  4.0660357E-01, -1.2500002E+01
Report(1),  3.0000001E-01,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00, -4.8067258E-03,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00,  9.4745338E-01,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -9.9999988E-01, -1.9346905E-16,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -9.9999988E-01, -4.5856023E-01,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00, -6.0082741E-02,  0.0000000E+00,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00, -1.1843163E+01,  0.0000000E+00, -2.4553810E-03, -4.8397991E-01, -1.2499997E+01
Report(1),  3.4999999E-01,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00, -1.2064667E-03,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00,  1.0567343E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -9.9999988E-01, -2.0518615E-16,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -9.9999988E-01, -2.0971335E-01,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00, -1.5082127E-02,  0.0000000E+00,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00, -1.3209183E+01,  0.0000000E+00, -2.2657355E-04, -1.9845392E-01, -1.2500001E+01
Report(1),  4.0000001E-01,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  1.9374463E-03,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00,  1.1048890E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -9.9999988E-01, -2.1147320E-16,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -9.9999988E-01,  1.2302206E-01,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00,  2.4212075E-02,  0.0000000E+00,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00, -1.3811120E+01,  0.0000000E+00, -1.9524232E-04,  1.1134302E-01, -1.2500006E+01
Report(1),  4.4999999E-01,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  3.5514224E-03,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00,  1.1427088E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -9.9999988E-01, -2.1335377E-16,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -9.9999988E-01,  2.3228630E-01,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00,  0.0000000E+00,  4.4396706E-02,  0.0000000E+00,  0.0000000E+00,  9.9999994E-01,  0.0000000E+00, -1.4283860E+01,  0.0000000E+00, -6.3175772E-04,  2.0327495E-01, -1.2500000E+01
